법령일련번호,현행연혁코드,법령명한글,법령약칭명,법령ID,공포일자,공포번호,제개정구분명,소관부처코드,소관부처명,법령구분명,시행일자,자법타법여부,법령상세링크,공백제거법령명
220039,현행,위험물안전관리법 시행령,NaN,9707,20200714,30839,일부개정,1661000,소방청,대통령령,20220101,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=220039&type=HTML&mobileYn=&efYd=20220101,위험물안전관리법시행령
236443,현행,위험물안전관리법 시행규칙,NaN,9732,20211021,284,일부개정,1661000,소방청,행정안전부령,20211021,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=236443&type=HTML&mobileYn=&efYd=20211021,위험물안전관리법시행규칙
235093,현행,위험물철도운송규칙,NaN,9991,20210827,882,타법개정,1613000,국토교통부,국토교통부령,20210827,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=235093&type=HTML&mobileYn=&efYd=20210827,위험물철도운송규칙
195358,현행,유네스코 활동에 관한 법률,유네스코법,846,20170726,14839,타법개정,1342000,교육부,법률,20170726,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=195358&type=HTML&mobileYn=&efYd=20170726,유네스코활동에관한법률
227741,현행,유료도로관리권등록령,NaN,4375,20210105,31380,타법개정,1613000,국토교통부,대통령령,20210105,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=227741&type=HTML&mobileYn=&efYd=20210105,유료도로관리권등록령
235095,현행,유료도로관리권등록령 시행규칙,NaN,7828,20210827,882,타법개정,1613000,국토교통부,국토교통부령,20210827,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=235095&type=HTML&mobileYn=&efYd=20210827,유료도로관리권등록령시행규칙
224655,현행,유료도로법,NaN,249,20201222,17743,일부개정,1613000,국토교통부,법률,20210623,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=224655&type=HTML&mobileYn=&efYd=20210623,유료도로법
225309,현행,유료도로법 시행령,NaN,4376,20201229,31330,일부개정,1613000,국토교통부,대통령령,20220101,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=225309&type=HTML&mobileYn=&efYd=20220101,유료도로법시행령
233323,현행,유료도로법 시행규칙,NaN,7829,20210623,858,일부개정,1613000,국토교통부,국토교통부령,20210623,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=233323&type=HTML&mobileYn=&efYd=20210623,유료도로법시행규칙
214535,현행,유류오염손해배상 보장법,유류오염배상법,64,20200218,17051,일부개정,1192000,해양수산부,법률,20200218,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=214535&type=HTML&mobileYn=&efYd=20200218,유류오염손해배상보장법
227745,현행,유류오염손해배상 보장법 시행령,유류오염배상법시행령,4377,20210105,31380,타법개정,1192000,해양수산부,대통령령,20210105,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=227745&type=HTML&mobileYn=&efYd=20210105,유류오염손해배상보장법시행령
233635,현행,유류오염손해배상 보장법 시행규칙,유류오염배상법시행규칙,7830,20210630,486,타법개정,1192000,해양수산부,해양수산부령,20210630,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=233635&type=HTML&mobileYn=&efYd=20210630,유류오염손해배상보장법시행규칙
36426,현행,유류오염손해배상사건등의절차에관한규칙,NaN,5913,19951027,1395,제정,9740000,대법원,대법원규칙,19951027,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=36426&type=HTML&mobileYn=&efYd=19951027,유류오염손해배상사건등의절차에관한규칙
102534,현행,유사수신행위의 규제에 관한 법률,유사수신행위법,2035,20100204,10045,일부개정,1160100,금융위원회,법률,20100204,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=102534&type=HTML&mobileYn=&efYd=20100204,유사수신행위의규제에관한법률
206625,현행,유사수신행위의 규제에 관한 법률 시행령,유사수신행위법시행령,4378,20190108,29477,일부개정,1160100,금융위원회,대통령령,20190108,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=206625&type=HTML&mobileYn=&efYd=20190108,유사수신행위의규제에관한법률시행령
238805,현행,유선 및 도선 사업법,유.도선법,1015,20220104,18683,일부개정,1741000,행정안전부,법률,20220405,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=238805&type=HTML&mobileYn=&efYd=20220405,유선및도선사업법
227747,현행,유선 및 도선 사업법 시행령,NaN,4379,20210105,31380,타법개정,1741000,행정안전부,대통령령,20210105,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=227747&type=HTML&mobileYn=&efYd=20210105,유선및도선사업법시행령
241665,현행,유선 및 도선 사업법 시행규칙,NaN,7831,20220330,324,타법개정,1741000,행정안전부,행정안전부령,20220330,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=241665&type=HTML&mobileYn=&efYd=20220330,유선및도선사업법시행규칙
149564,현행,유실물법,NaN,1261,20140107,12210,일부개정,1270000 1320000,"경찰청,법무부",법률,20140107,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=149564&type=HTML&mobileYn=&efYd=20140107,유실물법
241139,현행,유실물법 시행령,NaN,4385,20220308,32522,일부개정,1270000 1320000,"경찰청,법무부",대통령령,20220308,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=241139&type=HTML&mobileYn=&efYd=20220308,유실물법시행령
232607,현행,유아교육법,NaN,9621,20210608,18193,일부개정,1342000,교육부,법률,20210909,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=232607&type=HTML&mobileYn=&efYd=20210909,유아교육법
241285,현행,유아교육법 시행령,NaN,9874,20220308,32528,타법개정,1342000,교육부,대통령령,20220308,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=241285&type=HTML&mobileYn=&efYd=20220308,유아교육법시행령
241961,현행,유아교육법 시행규칙,NaN,9872,20220427,265,타법개정,1342000,교육부,교육부령,20220427,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=241961&type=HTML&mobileYn=&efYd=20220427,유아교육법시행규칙
215619,현행,유아교육정보시스템 및 교육정보시스템의 운영 등에 관한 규칙,NaN,10046,20200316,206,일부개정,1342000,교육부,교육부령,20200316,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=215619&type=HTML&mobileYn=&efYd=20200316,유아교육정보시스템및교육정보시스템의운영등에관한규칙
211819,현행,유아교육지원특별회계법,유아교육회계법,12696,20191203,16675,일부개정,1342000,교육부,법률,20191203,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=211819&type=HTML&mobileYn=&efYd=20191203,유아교육지원특별회계법
233637,현행,유어장의 지정 및 관리에 관한 규칙,유어장규칙,7827,20210630,486,타법개정,1192000,해양수산부,해양수산부령,20210630,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=233637&type=HTML&mobileYn=&efYd=20210630,유어장의지정및관리에관한규칙
215987,현행,유엔참전용사의 명예선양 등에 관한 법률,유엔참전용사법,13705,20200324,17117,제정,1180000,국가보훈처,법률,20200925,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=215987&type=HTML&mobileYn=&efYd=20200925,유엔참전용사의명예선양등에관한법률
221875,현행,유엔참전용사의 명예선양 등에 관한 법률 시행령,유엔참전용사법시행령,13869,20200922,31038,제정,1180000,국가보훈처,대통령령,20200925,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=221875&type=HTML&mobileYn=&efYd=20200925,유엔참전용사의명예선양등에관한법률시행령
235471,현행,유전자변형농수산물의 표시 및 농수산물의 안전성조사 등에 관한 규칙,NaN,11798,20210910,1731,타법개정,1471000,식품의약품안전처,총리령,20210910,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=235471&type=HTML&mobileYn=&efYd=20210910,유전자변형농수산물의표시및농수산물의안전성조사등에관한규칙
205608,현행,유전자변형생물체의 국가간 이동 등에 관한 법률,유전자변형생물체법,9170,20181211,15868,일부개정,1450000,산업통상자원부,법률,20190612,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=205608&type=HTML&mobileYn=&efYd=20190612,유전자변형생물체의국가간이동등에관한법률
221441,현행,유전자변형생물체의 국가간 이동 등에 관한 법률 시행령,유전자변형생물체법시행령,10038,20200908,31001,일부개정,1450000,산업통상자원부,대통령령,20210309,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=221441&type=HTML&mobileYn=&efYd=20210309,유전자변형생물체의국가간이동등에관한법률시행령
239903,현행,유전자변형생물체의 국가간 이동 등에 관한 법률 시행규칙,유전자변형생물체법시행규칙,10182,20220121,448,타법개정,1450000,산업통상자원부,산업통상자원부령,20220121,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=239903&type=HTML&mobileYn=&efYd=20220121,유전자변형생물체의국가간이동등에관한법률시행규칙
205997,현행,유전자원의 접근ㆍ이용 및 이익 공유에 관한 법률,유전자원법,12788,20181224,16016,타법개정,1480000,환경부,법률,20190625,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=205997&type=HTML&mobileYn=&efYd=20190625,유전자원의접근ㆍ이용및이익공유에관한법률
221729,현행,유전자원의 접근ㆍ이용 및 이익 공유에 관한 법률 시행령,유전자원법시행령,12974,20200911,31013,타법개정,1480000,환경부,대통령령,20200912,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=221729&type=HTML&mobileYn=&efYd=20200912,유전자원의접근ㆍ이용및이익공유에관한법률시행령
206229,현행,유전자원의 접근ㆍ이용 및 이익 공유에 관한 법률 시행규칙,유전자원법시행규칙,13024,20181227,791,일부개정,1480000,환경부,환경부령,20181227,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=206229&type=HTML&mobileYn=&efYd=20181227,유전자원의접근ㆍ이용및이익공유에관한법률시행규칙
224871,현행,유통산업발전법,NaN,1469,20201229,17761,타법개정,1450000,산업통상자원부,법률,20210101,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=224871&type=HTML&mobileYn=&efYd=20210101,유통산업발전법
230845,현행,유통산업발전법 시행령,NaN,4388,20210406,31611,타법개정,1450000,산업통상자원부,대통령령,20210408,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=230845&type=HTML&mobileYn=&efYd=20210408,유통산업발전법시행령
210594,현행,유통산업발전법 시행규칙,NaN,7843,20190927,348,일부개정,1450000,산업통상자원부,산업통상자원부령,20191228,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=210594&type=HTML&mobileYn=&efYd=20191228,유통산업발전법시행규칙
159985,현행,유한책임신탁등기규칙,NaN,11627,20141002,2560,타법개정,9740000,대법원,대법원규칙,20141121,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=159985&type=HTML&mobileYn=&efYd=20141121,유한책임신탁등기규칙
240881,현행,유해ㆍ위험작업의 취업 제한에 관한 규칙,취업제한규칙,7844,20220217,347,타법개정,1492000,고용노동부,고용노동부령,20220218,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=240881&type=HTML&mobileYn=&efYd=20220218,유해ㆍ위험작업의취업제한에관한규칙
208450,현행,육군3사관학교 설치법,NaN,947,20190423,16357,일부개정,1290000,국방부,법률,20190423,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=208450&type=HTML&mobileYn=&efYd=20190423,육군3사관학교설치법
197337,현행,육군3사관학교 설치법 시행령,NaN,3285,20170905,28266,타법개정,1290000,국방부,대통령령,20170905,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=197337&type=HTML&mobileYn=&efYd=20170905,육군3사관학교설치법시행령
198828,현행,육군공병학교령,NaN,10287,20171114,28431,일부개정,1290000,국방부,대통령령,20171114,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=198828&type=HTML&mobileYn=&efYd=20171114,육군공병학교령
197276,현행,육군교육사령부령,NaN,4400,20170905,28266,타법개정,1290000,국방부,대통령령,20170905,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=197276&type=HTML&mobileYn=&efYd=20170905,육군교육사령부령
197277,현행,육군군수사령부령,NaN,4402,20170905,28266,타법개정,1290000,국방부,대통령령,20170905,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=197277&type=HTML&mobileYn=&efYd=20170905,육군군수사령부령
198827,현행,육군기계화학교령,NaN,4408,20171114,28430,일부개정,1290000,국방부,대통령령,20171114,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=198827&type=HTML&mobileYn=&efYd=20171114,육군기계화학교령
202818,현행,육군동원전력사령부령,NaN,13100,20180320,28704,제정,1290000,국방부,대통령령,20180406,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=202818&type=HTML&mobileYn=&efYd=20180406,육군동원전력사령부령
241517,현행,육군미사일전략사령부령,NaN,10285,20220401,32560,일부개정,1290000,국방부,대통령령,20220401,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=241517&type=HTML&mobileYn=&efYd=20220401,육군미사일전략사령부령
197339,현행,육군보병학교령,NaN,4422,20170905,28266,타법개정,1290000,국방부,대통령령,20170905,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=197339&type=HTML&mobileYn=&efYd=20170905,육군보병학교령
214041,현행,육군본부 직제,NaN,4425,20200204,30384,타법개정,1290000,국방부,대통령령,20200204,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=214041&type=HTML&mobileYn=&efYd=20200204,육군본부직제
197282,현행,육군부사관학교령,NaN,10173,20170905,28266,타법개정,1290000,국방부,대통령령,20170905,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=197282&type=HTML&mobileYn=&efYd=20170905,육군부사관학교령
197283,현행,육군인사사령부령,NaN,10099,20170905,28266,타법개정,1290000,국방부,대통령령,20170905,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=197283&type=HTML&mobileYn=&efYd=20170905,육군인사사령부령
197284,현행,육군정보통신학교령,NaN,10288,20170905,28266,타법개정,1290000,국방부,대통령령,20170905,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=197284&type=HTML&mobileYn=&efYd=20170905,육군정보통신학교령
197340,현행,육군정보학교령,NaN,10289,20170905,28266,타법개정,1290000,국방부,대통령령,20170905,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=197340&type=HTML&mobileYn=&efYd=20170905,육군정보학교령
201454,현행,육군종합군수학교령,NaN,4442,20180123,28598,일부개정,1290000,국방부,대통령령,20180123,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=201454&type=HTML&mobileYn=&efYd=20180123,육군종합군수학교령
214043,현행,육군종합행정학교령,NaN,4443,20200204,30384,타법개정,1290000,국방부,대통령령,20200204,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=214043&type=HTML&mobileYn=&efYd=20200204,육군종합행정학교령
197288,현행,육군특수전사령부령,NaN,4449,20170905,28266,타법개정,1290000,국방부,대통령령,20170905,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=197288&type=HTML&mobileYn=&efYd=20170905,육군특수전사령부령
197341,현행,육군포병학교령,NaN,4451,20170905,28266,타법개정,1290000,국방부,대통령령,20170905,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=197341&type=HTML&mobileYn=&efYd=20170905,육군포병학교령
204290,현행,육군학생군사학교령,NaN,4453,20180828,29119,일부개정,1290000,국방부,대통령령,20180828,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=204290&type=HTML&mobileYn=&efYd=20180828,육군학생군사학교령
236963,현행,육군항공사령부령,NaN,4454,20211130,32154,일부개정,1290000,국방부,대통령령,20211130,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=236963&type=HTML&mobileYn=&efYd=20211130,육군항공사령부령
197292,현행,육군훈련소령,NaN,4460,20170905,28266,타법개정,1290000,국방부,대통령령,20170905,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=197292&type=HTML&mobileYn=&efYd=20170905,육군훈련소령
232111,현행,윤리특별위원회 운영 등에 관한 규칙,NaN,6027,20210429,227,일부개정,9700000,국회,국회규칙,20210429,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=232111&type=HTML&mobileYn=&efYd=20210429,윤리특별위원회운영등에관한규칙
225077,현행,은행법,NaN,1549,20201229,17799,타법개정,1160100,금융위원회,법률,20211230,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=225077&type=HTML&mobileYn=&efYd=20211230,은행법
242405,현행,은행법 시행령,NaN,4470,20220509,32640,일부개정,1160100,금융위원회,대통령령,20220509,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=242405&type=HTML&mobileYn=&efYd=20220509,은행법시행령
224603,현행,음악산업진흥에 관한 법률,음악산업법,10197,20201222,17717,일부개정,1371000,문화체육관광부,법률,20210323,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=224603&type=HTML&mobileYn=&efYd=20210323,음악산업진흥에관한법률
241289,현행,음악산업진흥에 관한 법률 시행령,음악산업법시행령,10308,20220308,32528,타법개정,1371000,문화체육관광부,대통령령,20220308,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=241289&type=HTML&mobileYn=&efYd=20220308,음악산업진흥에관한법률시행령
225547,현행,음악산업진흥에 관한 법률 시행규칙,음악산업법시행규칙,10312,20201231,429,일부개정,1371000,문화체육관광부,문화체육관광부령,20210101,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=225547&type=HTML&mobileYn=&efYd=20210101,음악산업진흥에관한법률시행규칙
224941,현행,응급의료에 관한 법률,응급의료법,218,20201229,17786,일부개정,1352000,보건복지부,법률,20211230,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=224941&type=HTML&mobileYn=&efYd=20211230,응급의료에관한법률
238441,현행,응급의료에 관한 법률 시행령,응급의료법시행령,4480,20211228,32267,일부개정,1352000,보건복지부,대통령령,20211230,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=238441&type=HTML&mobileYn=&efYd=20211230,응급의료에관한법률시행령
239131,현행,응급의료에 관한 법률 시행규칙,응급의료법시행규칙,7858,20211231,851,타법개정,1352000,보건복지부,보건복지부령,20211231,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=239131&type=HTML&mobileYn=&efYd=20211231,응급의료에관한법률시행규칙
228339,현행,의료관계 행정처분 규칙,NaN,7859,20201231,773,타법개정,1352000,보건복지부,보건복지부령,20201231,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=228339&type=HTML&mobileYn=&efYd=20201231,의료관계행정처분규칙
208467,현행,의료급여법,NaN,1780,20190423,16374,일부개정,1352000,보건복지부,법률,20191024,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=208467&type=HTML&mobileYn=&efYd=20191024,의료급여법
241399,현행,의료급여법 시행령,NaN,4487,20220322,32551,일부개정,1352000,보건복지부,대통령령,20220401,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=241399&type=HTML&mobileYn=&efYd=20220401,의료급여법시행령
235433,현행,의료급여법 시행규칙,NaN,7867,20210914,828,일부개정,1352000,보건복지부,보건복지부령,20220101,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=235433&type=HTML&mobileYn=&efYd=20220101,의료급여법시행규칙
234601,현행,의료기관세탁물 관리규칙,NaN,7860,20210811,822,일부개정,1352000,보건복지부,보건복지부령,20210811,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=234601&type=HTML&mobileYn=&efYd=20210811,의료기관세탁물관리규칙
229257,현행,의료기관 회계기준 규칙,NaN,9552,20210201,72,일부개정,1352000,보건복지부,보건복지부령,20210305,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=229257&type=HTML&mobileYn=&efYd=20210305,의료기관회계기준규칙
234905,현행,의료기기법,NaN,9514,20210817,18446,일부개정,1471000,식품의약품안전처,법률,20220218,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=234905&type=HTML&mobileYn=&efYd=20220218,의료기기법
239559,현행,의료기기법 시행령,NaN,9705,20220118,32348,일부개정,1471000,식품의약품안전처,대통령령,20220218,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=239559&type=HTML&mobileYn=&efYd=20220218,의료기기법시행령
239953,현행,의료기기법 시행규칙,NaN,9740,20220121,1786,일부개정,1471000,식품의약품안전처,총리령,20220218,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=239953&type=HTML&mobileYn=&efYd=20220218,의료기기법시행규칙
234907,현행,의료기기산업 육성 및 혁신의료기기 지원법,의료기기산업법,13476,20210817,18446,타법개정,1352000 1471000,"보건복지부,식품의약품안전처",법률,20220218,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=234907&type=HTML&mobileYn=&efYd=20220218,의료기기산업육성및혁신의료기기지원법
217691,현행,의료기기산업 육성 및 혁신의료기기 지원법 시행령,NaN,13741,20200428,30641,제정,1352000 1471000,"보건복지부,식품의약품안전처",대통령령,20200501,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=217691&type=HTML&mobileYn=&efYd=20200501,의료기기산업육성및혁신의료기기지원법시행령
217901,현행,의료기기산업 육성 및 혁신의료기기 지원법 시행규칙,NaN,13753,20200504,723,제정,1352000 1471000,"보건복지부,식품의약품안전처",보건복지부령,20200504,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=217901&type=HTML&mobileYn=&efYd=20200504,의료기기산업육성및혁신의료기기지원법시행규칙
194598,현행,의료기기 유통 및 판매질서 유지에 관한 규칙,NaN,11813,20170628,504,일부개정,1352000,보건복지부,보건복지부령,20170628,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=194598&type=HTML&mobileYn=&efYd=20170628,의료기기유통및판매질서유지에관한규칙
224107,현행,의료기사 등에 관한 법률,의료기사법,1785,20201215,17643,일부개정,1352000,보건복지부,법률,20201215,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=224107&type=HTML&mobileYn=&efYd=20201215,의료기사등에관한법률
209737,현행,의료기사 등에 관한 법률 시행령,의료기사법시행령,4481,20190702,29950,타법개정,1352000,보건복지부,대통령령,20190702,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=209737&type=HTML&mobileYn=&efYd=20190702,의료기사등에관한법률시행령
210623,현행,의료기사 등에 관한 법률 시행규칙,의료기사법시행규칙,7861,20190927,672,타법개정,1352000,보건복지부,보건복지부령,20190927,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=210623&type=HTML&mobileYn=&efYd=20190927,의료기사등에관한법률시행규칙
225385,현행,의료법,코로나19,1788,20201229,17787,일부개정,1352000,보건복지부,법률,20211230,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=225385&type=HTML&mobileYn=&efYd=20211230,의료법
232833,현행,의료법 시행령,코로나19,4482,20210615,31774,일부개정,1352000,보건복지부,대통령령,20210630,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=232833&type=HTML&mobileYn=&efYd=20210630,의료법시행령
239133,현행,의료법 시행규칙,코로나19,7863,20211231,851,타법개정,1352000,보건복지부,보건복지부령,20211231,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=239133&type=HTML&mobileYn=&efYd=20211231,의료법시행규칙
217291,현행,의료사고 피해구제 및 의료분쟁 조정 등에 관한 법률,의료분쟁조정법,11374,20200407,17212,일부개정,1352000,보건복지부,법률,20201008,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=217291&type=HTML&mobileYn=&efYd=20201008,의료사고피해구제및의료분쟁조정등에관한법률
208840,현행,의료사고 피해구제 및 의료분쟁 조정 등에 관한 법률 시행령,의료분쟁조정법시행령,11585,20190611,29838,일부개정,1352000,보건복지부,대통령령,20190701,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=208840&type=HTML&mobileYn=&efYd=20190701,의료사고피해구제및의료분쟁조정등에관한법률시행령
208886,현행,의료사고 피해구제 및 의료분쟁 조정 등에 관한 법률 시행규칙,의료분쟁조정법시행규칙,11586,20190612,634,일부개정,1352000,보건복지부,보건복지부령,20190701,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=208886&type=HTML&mobileYn=&efYd=20190701,의료사고피해구제및의료분쟁조정등에관한법률시행규칙
214365,현행,의료 해외진출 및 외국인환자 유치 지원에 관한 법률,의료해외진출법,12412,20200218,17007,타법개정,1352000,보건복지부,법률,20210101,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=214365&type=HTML&mobileYn=&efYd=20210101,의료해외진출및외국인환자유치지원에관한법률
221413,현행,의료 해외진출 및 외국인환자 유치 지원에 관한 법률 시행령,의료해외진출법시행령,12584,20200908,30993,타법개정,1352000,보건복지부,대통령령,20210101,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=221413&type=HTML&mobileYn=&efYd=20210101,의료해외진출및외국인환자유치지원에관한법률시행령
222361,현행,의료 해외진출 및 외국인환자 유치 지원에 관한 법률 시행규칙,의료해외진출법시행규칙,12594,20201008,753,일부개정,1352000,보건복지부,보건복지부령,20210101,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=222361&type=HTML&mobileYn=&efYd=20210101,의료해외진출및외국인환자유치지원에관한법률시행규칙
230431,현행,의무경찰대 설치 및 운영에 관한 법률,의무경찰대법,1644,20210323,17961,일부개정,1320000,경찰청,법률,20210323,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=230431&type=HTML&mobileYn=&efYd=20210323,의무경찰대설치및운영에관한법률
232141,현행,의무경찰대 설치 및 운영에 관한 법률 시행령,의무경찰대법시행령,4766,20210518,31689,일부개정,1320000,경찰청,대통령령,20210518,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=232141&type=HTML&mobileYn=&efYd=20210518,의무경찰대설치및운영에관한법률시행령
201813,현행,의무ㆍ법무ㆍ군종ㆍ수의장교 등 신체검사 규칙,NaN,7871,20180122,948,타법개정,1290000,국방부,국방부령,20180122,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=201813&type=HTML&mobileYn=&efYd=20180122,의무ㆍ법무ㆍ군종ㆍ수의장교등신체검사규칙
193447,현행,의무소방대설치법,NaN,9231,20170418,14808,일부개정,1661000,소방청,법률,20171019,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=193447&type=HTML&mobileYn=&efYd=20171019,의무소방대설치법
236071,현행,의무소방대설치법 시행령,NaN,9250,20211014,32043,타법개정,1661000,소방청,대통령령,20220415,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=236071&type=HTML&mobileYn=&efYd=20220415,의무소방대설치법시행령
237257,현행,의무ㆍ수의 장교 선발에 관한 규칙,NaN,11180,20211130,1069,일부개정,1290000,국방부,국방부령,20211130,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=237257&type=HTML&mobileYn=&efYd=20211130,의무ㆍ수의장교선발에관한규칙
205641,현행,의사상자 등 예우 및 지원에 관한 법률,의사상자법,178,20181211,15897,일부개정,1352000,보건복지부,법률,20190312,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=205641&type=HTML&mobileYn=&efYd=20190312,의사상자등예우및지원에관한법률
209738,현행,의사상자 등 예우 및 지원에 관한 법률 시행령,의사상자법시행령,4490,20190702,29950,타법개정,1352000,보건복지부,대통령령,20190702,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=209738&type=HTML&mobileYn=&efYd=20190702,의사상자등예우및지원에관한법률시행령
210625,현행,의사상자 등 예우 및 지원에 관한 법률 시행규칙,의사상자법시행규칙,7876,20190927,672,타법개정,1352000,보건복지부,보건복지부령,20190927,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=210625&type=HTML&mobileYn=&efYd=20190927,의사상자등예우및지원에관한법률시행규칙
117740,현행,의사의 조건부 면허에 관한 규칙,NaN,7877,20111010,81,일부개정,1352000,보건복지부,보건복지부령,20111010,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=117740&type=HTML&mobileYn=&efYd=20111010,의사의조건부면허에관한규칙
